id,question,answer,qa_text
323,I've heard that my jetski has cruising limitations. Please introduce them.,"Here are the key cruising limitations for your jetski:

- Constantly scan for people, objects, and other watercraft; maintain a safe distance and ride defensively.
- Do not follow directly behind other watercraft or boats, and avoid spraying or splashing others.
- Avoid sharp turns, aggressive maneuvers, and areas with submerged objects or shallow water. Stay within your limits to reduce the risk of loss of control or collision.
- Do not operate in rough water, bad weather, or when visibility is poor. Check weather forecasts and conditions before setting out.
- Never ride alone; always have someone else nearby. If you ride farther than swimming distance from shore, have another boat or watercraft accompany you while keeping a safe distance.

Following these rules helps keep you and others safe on the water.","Question:
I've heard that my jetski has cruising limitations. Please introduce them.

Answer:
Here are the key cruising limitations for your jetski:

- Constantly scan for people, objects, and other watercraft; maintain a safe distance and ride defensively.
- Do not follow directly behind other watercraft or boats, and avoid spraying or splashing others.
- Avoid sharp turns, aggressive maneuvers, and areas with submerged objects or shallow water. Stay within your limits to reduce the risk of loss of control or collision.
- Do not operate in rough water, bad weather, or when visibility is poor. Check weather forecasts and conditions before setting out.
- Never ride alone; always have someone else nearby. If you ride farther than swimming distance from shore, have another boat or watercraft accompany you while keeping a safe distance.

Following these rules helps keep you and others safe on the water."
324,I've heard that my jetski has cruising limitations. Please introduce them.,"Your jetski's cruising limitations are for safety. Please follow these rules:

- Constantly scan for people, objects, and other watercraft; stay alert to anything that blocks your visibility.
- Operate at safe speeds, keep a safe distance, and never follow directly behind or spray others.
- Avoid sharp turns, aggressive maneuvers, submerged objects, and shallow water.
- Don't ride in rough water, bad weather, or poor visibility—check the forecast before heading out.
- Ride within your limits, and always have someone nearby; if you go farther than swimming distance from shore, go with another boat but keep a safe distance.","Question:
I've heard that my jetski has cruising limitations. Please introduce them.

Answer:
Your jetski's cruising limitations are for safety. Please follow these rules:

- Constantly scan for people, objects, and other watercraft; stay alert to anything that blocks your visibility.
- Operate at safe speeds, keep a safe distance, and never follow directly behind or spray others.
- Avoid sharp turns, aggressive maneuvers, submerged objects, and shallow water.
- Don't ride in rough water, bad weather, or poor visibility—check the forecast before heading out.
- Ride within your limits, and always have someone nearby; if you go farther than swimming distance from shore, go with another boat but keep a safe distance."
325,What are the operation requirements if I want to use my jetski?,"To operate your jetski, the minimum operator age is 16. Adults must supervise minors. Know and follow your local age and training requirements – contact the USCG or your state boating authority. A boating safety course is recommended and may be mandatory in your area. The watercraft is legally a powerboat, so you must obey all waterway rules.

It’s designed for a maximum of 2 persons (operator + 1 passenger) and a total load limit of 160 kg (353 lb). Do not carry a passenger until you have significant solo riding experience, as it requires more skill. For further operation or maintenance questions, please consult a jetski dealer.","Question:
What are the operation requirements if I want to use my jetski?

Answer:
To operate your jetski, the minimum operator age is 16. Adults must supervise minors. Know and follow your local age and training requirements – contact the USCG or your state boating authority. A boating safety course is recommended and may be mandatory in your area. The watercraft is legally a powerboat, so you must obey all waterway rules.

It’s designed for a maximum of 2 persons (operator + 1 passenger) and a total load limit of 160 kg (353 lb). Do not carry a passenger until you have significant solo riding experience, as it requires more skill. For further operation or maintenance questions, please consult a jetski dealer."
326,What kinds of watercraft characteristics does my jetski have?,"Your jetski has these key characteristics:

- Steering relies on throttle: Jet thrust turns the watercraft. If you release the throttle at speeds above trolling, you lose most steering. You may have brief turning control right after releasing, but once the engine slows, handlebar input won’t respond until you apply throttle again or reach trolling speed.
- Load/passenger limit: Maximum load is 160 kg (353 lb), including cargo, operator, and passenger. Never carry more than 2 persons. Gain significant solo experience before taking a passenger, as it requires more skill.","Question:
What kinds of watercraft characteristics does my jetski have?

Answer:
Your jetski has these key characteristics:

- Steering relies on throttle: Jet thrust turns the watercraft. If you release the throttle at speeds above trolling, you lose most steering. You may have brief turning control right after releasing, but once the engine slows, handlebar input won’t respond until you apply throttle again or reach trolling speed.
- Load/passenger limit: Maximum load is 160 kg (353 lb), including cargo, operator, and passenger. Never carry more than 2 persons. Gain significant solo experience before taking a passenger, as it requires more skill."
327,"When encountering vessels driving my jetski, what rules should I obey?","Your jet ski is legally considered a powerboat, so you must follow the same navigation rules that apply to power-driven vessels. These rules are based on the International Rules of the Road and are enforced by the U.S. Coast Guard and local agencies. For a complete set of regulations for your area, consult your local U.S. Coast Guard Auxiliary or Department of Motor Vehicles.","Question:
When encountering vessels driving my jetski, what rules should I obey?

Answer:
Your jet ski is legally considered a powerboat, so you must follow the same navigation rules that apply to power-driven vessels. These rules are based on the International Rules of the Road and are enforced by the U.S. Coast Guard and local agencies. For a complete set of regulations for your area, consult your local U.S. Coast Guard Auxiliary or Department of Motor Vehicles."
328,"I'd like to remove and install the seat of my jetski, what steps should I follow?","To remove the seat: Pull the seat latch up, and then pull the seat off. <PIC>
For installation instructions, please refer to your Owner’s Manual or consult a jetski dealer.","Question:
I'd like to remove and install the seat of my jetski, what steps should I follow?

Answer:
To remove the seat: Pull the seat latch up, and then pull the seat off. <PIC>
For installation instructions, please refer to your Owner’s Manual or consult a jetski dealer."
329,"In daily usage, how to open and close the hood of the jetski?","To open the hood, push the latch ① down and lift the hood up.
To close it, push the hood down until it locks in place.
Always make sure the hood is properly secured before riding.","Question:
In daily usage, how to open and close the hood of the jetski?

Answer:
To open the hood, push the latch ① down and lift the hood up.
To close it, push the hood down until it locks in place.
Always make sure the hood is properly secured before riding."
330,I've noticed that there are two different kinds of filler caps on the jetski. How to remove them?,"Both filler caps are removed the same way: turn them counterclockwise.

- **Oil tank filler cap** – Turn counterclockwise to remove. Make sure it's securely fastened before riding. <PIC>  
- **Fuel tank filler cap** – Also turn counterclockwise. Ensure it's properly closed before operation. <PIC>  

Important: Do not lift or pull the cap by the retaining cord, and set the cap where it won't accidentally fall overboard.,[""EJU01014"", ""EJU10131""]","Question:
I've noticed that there are two different kinds of filler caps on the jetski. How to remove them?

Answer:
Both filler caps are removed the same way: turn them counterclockwise.

- **Oil tank filler cap** – Turn counterclockwise to remove. Make sure it's securely fastened before riding. <PIC>  
- **Fuel tank filler cap** – Also turn counterclockwise. Ensure it's properly closed before operation. <PIC>  

Important: Do not lift or pull the cap by the retaining cord, and set the cap where it won't accidentally fall overboard.,[""EJU01014"", ""EJU10131""]"
331,"If I need to manipulate the two kinds of engine switches on the jetski, what should I do?","To work safely near the jet pump or intakes, follow these steps in order:

1.  Turn off and remove the main switch key completely.
2.  Remove the clip (lanyard) from the engine shut-off switch.

This shuts down the engine and prevents it from starting. Always wait for all movement to stop before reaching near the intake grate or jet nozzle—rotating parts can cause severe injury.","Question:
If I need to manipulate the two kinds of engine switches on the jetski, what should I do?

Answer:
To work safely near the jet pump or intakes, follow these steps in order:

1.  Turn off and remove the main switch key completely.
2.  Remove the clip (lanyard) from the engine shut-off switch.

This shuts down the engine and prevents it from starting. Always wait for all movement to stop before reaching near the intake grate or jet nozzle—rotating parts can cause severe injury."
332,"There are two kinds of levers on the jetski, how to manipulate them?","The jet ski has two hand-operated controls: the handlebars for steering and the remote control levers for throttle/shift.  

- **Handlebars (steering):** Turn the handlebars in the direction you want to go; this angles the jet thrust nozzle at the rear, and the articulating keel moves with it to turn the watercraft. Always keep the throttle above idle when turning, except at trolling speed.  
- **Remote control levers (throttle/shift):** Push the levers forward to go forward – all jet thrust is directed rearward, moving the boat ahead. *Safety:* Keep hands and fingers away from the shift gates while operating the levers to avoid pinching, and operate the levers several times before riding to confirm they move smoothly through the full range.","Question:
There are two kinds of levers on the jetski, how to manipulate them?

Answer:
The jet ski has two hand-operated controls: the handlebars for steering and the remote control levers for throttle/shift.  

- **Handlebars (steering):** Turn the handlebars in the direction you want to go; this angles the jet thrust nozzle at the rear, and the articulating keel moves with it to turn the watercraft. Always keep the throttle above idle when turning, except at trolling speed.  
- **Remote control levers (throttle/shift):** Push the levers forward to go forward – all jet thrust is directed rearward, moving the boat ahead. *Safety:* Keep hands and fingers away from the shift gates while operating the levers to avoid pinching, and operate the levers several times before riding to confirm they move smoothly through the full range."
333,What information should I obtain about Quick Shift Trim System (QSTS) selector when using my jetski,"The Quick Shift Trim System (QSTS) selector is located on the left handlebar grip and adjusts the trim angle of your watercraft. It changes the vertical angle of the jet thrust nozzle, providing 5 positions: 2 bow‑down, neutral (“N”), and 2 bow‑up.

- Do not turn the QSTS selector while operating at full throttle, or damage could occur. <PIC>
- To change trim:
  1. Reduce engine speed to 3,000 r/min or less.
  2. Squeeze the shift lock lever, turn the selector to the desired position, and release the lever to lock. <PIC>

Neutral “N” offers good all‑around performance, while bow‑down or bow‑up can enhance handling in specific conditions. Feel free to ask if you need further details.,[""EJU01023""]","Question:
What information should I obtain about Quick Shift Trim System (QSTS) selector when using my jetski

Answer:
The Quick Shift Trim System (QSTS) selector is located on the left handlebar grip and adjusts the trim angle of your watercraft. It changes the vertical angle of the jet thrust nozzle, providing 5 positions: 2 bow‑down, neutral (“N”), and 2 bow‑up.

- Do not turn the QSTS selector while operating at full throttle, or damage could occur. <PIC>
- To change trim:
  1. Reduce engine speed to 3,000 r/min or less.
  2. Squeeze the shift lock lever, turn the selector to the desired position, and release the lever to lock. <PIC>

Neutral “N” offers good all‑around performance, while bow‑down or bow‑up can enhance handling in specific conditions. Feel free to ask if you need further details.,[""EJU01023""]"
334,What do fuel meter and hour meter on my jetski do?,"The fuel meter shows the remaining fuel in the tank via eight segments – use it as a reference, since the reading may vary with your operating condition. The hour meter records the total hours the engine has run since new, and helps you schedule regular maintenance. The hour reading is kept even if the battery is disconnected.","Question:
What do fuel meter and hour meter on my jetski do?

Answer:
The fuel meter shows the remaining fuel in the tank via eight segments – use it as a reference, since the reading may vary with your operating condition. The hour meter records the total hours the engine has run since new, and helps you schedule regular maintenance. The hour reading is kept even if the battery is disconnected."
344,Inspecting fuel filter and fuel tank of my jetski is important. How to do that?,"For your jetski’s fuel system safety, most inspections and replacements must be done by a Yamaha dealer, not by yourself.

- **Fuel tank**: You can visually check for obvious leaks or water in the tank. If you find any water or suspect contamination, stop using the watercraft and have a Yamaha dealer service it.
- **Fuel filter**: This is a disposable one‑piece filter. **Never try to replace it yourself** – incorrect installation can cause a gasoline leak, leading to fire or explosion. It must be replaced by a Yamaha dealer (after the first 10 hours or first month, then every 200 hours or 24 months, or if water is found).
- **Fuel hoses & connections**: At least once a year, or if you suspect damage or a leak, have a Yamaha dealer check the fuel filler hoses, clamps, and joints. If you smell fuel or see any leak, do not operate the watercraft until it is fixed.

Any fuel system work requires professional handling. Please contact your local Yamaha dealer for service.","Question:
Inspecting fuel filter and fuel tank of my jetski is important. How to do that?

Answer:
For your jetski’s fuel system safety, most inspections and replacements must be done by a Yamaha dealer, not by yourself.

- **Fuel tank**: You can visually check for obvious leaks or water in the tank. If you find any water or suspect contamination, stop using the watercraft and have a Yamaha dealer service it.
- **Fuel filter**: This is a disposable one‑piece filter. **Never try to replace it yourself** – incorrect installation can cause a gasoline leak, leading to fire or explosion. It must be replaced by a Yamaha dealer (after the first 10 hours or first month, then every 200 hours or 24 months, or if water is found).
- **Fuel hoses & connections**: At least once a year, or if you suspect damage or a leak, have a Yamaha dealer check the fuel filler hoses, clamps, and joints. If you smell fuel or see any leak, do not operate the watercraft until it is fixed.

Any fuel system work requires professional handling. Please contact your local Yamaha dealer for service."
345,How to adjust the adjustable sponson of my jetski if needed?,"To adjust the adjustable sponsons, first remove the bolts <PIC> on both sponsons. Then remove both sponsons and reinstall them in your preferred position for either straight-line or turning performance.,[""2. R""]","Question:
How to adjust the adjustable sponson of my jetski if needed?

Answer:
To adjust the adjustable sponsons, first remove the bolts <PIC> on both sponsons. Then remove both sponsons and reinstall them in your preferred position for either straight-line or turning performance.,[""2. R""]"
346,The intake and impeller of my jetski are dirty. How to clean them?,"To safely clean your jet ski’s intake and impeller:

1. Shut off the engine, remove the main switch key and the engine shut-off clip (lanyard), and wait until all rotating parts completely stop.
2. Open the rear platform hatch (if equipped). If your model does not have one, beach the watercraft and carefully turn it onto its side to expose the intake grate and impeller.
3. Carefully remove any weeds or debris. Never use your hands near the impeller — rotating parts can cause severe injury.
4. Return the watercraft to its normal position, close all access ports, reattach the lanyard, and then start the engine.","Question:
The intake and impeller of my jetski are dirty. How to clean them?

Answer:
To safely clean your jet ski’s intake and impeller:

1. Shut off the engine, remove the main switch key and the engine shut-off clip (lanyard), and wait until all rotating parts completely stop.
2. Open the rear platform hatch (if equipped). If your model does not have one, beach the watercraft and carefully turn it onto its side to expose the intake grate and impeller.
3. Carefully remove any weeds or debris. Never use your hands near the impeller — rotating parts can cause severe injury.
4. Return the watercraft to its normal position, close all access ports, reattach the lanyard, and then start the engine."
347,How to start my jetski in different situations?,"Here are the steps for two common situations:

**Starting in shallow water**
1. Do not start the engine in less than 2 ft (60 cm) of water. Move the watercraft to deeper water, then board from the side or rear. `<PIC>`
2. Attach the engine shut-off cord to your left wrist and clip it to the shut-off switch.
3. Grip the handlebars with both hands, place both feet on the footwell floor, start the engine, and leave.

**Starting from a dock**
1. Board from the side.
2. Attach the shut-off cord to your left wrist and clip it to the switch.
3. Push the watercraft away from the dock, grip the handlebars with both hands, place both feet in the footwell, start the engine, and go. `<PIC>`

Always attach the engine shut-off cord before starting, and follow your local waterway rules.","Question:
How to start my jetski in different situations?

Answer:
Here are the steps for two common situations:

**Starting in shallow water**
1. Do not start the engine in less than 2 ft (60 cm) of water. Move the watercraft to deeper water, then board from the side or rear. `<PIC>`
2. Attach the engine shut-off cord to your left wrist and clip it to the shut-off switch.
3. Grip the handlebars with both hands, place both feet on the footwell floor, start the engine, and leave.

**Starting from a dock**
1. Board from the side.
2. Attach the shut-off cord to your left wrist and clip it to the switch.
3. Push the watercraft away from the dock, grip the handlebars with both hands, place both feet in the footwell, start the engine, and go. `<PIC>`

Always attach the engine shut-off cord before starting, and follow your local waterway rules."
348,What are basic steps to board my jetski with a passenger in deep water?,"Here are the basic steps to board your jetski with a passenger in deep water:  

1. Ensure the water is at least **60 cm (2 ft)** deep before boarding or starting the engine.  
2. Confirm the total weight (operator, passenger, and cargo) does not exceed **160 kg (353 lb)** — never carry more than 2 people.  
3. Board one person at a time from the side or rear. Step in carefully, never jump, and sit with both feet on the deck.  
4. Attach the engine shut-off cord to the operator’s left wrist and clip it to the shut-off switch.  
5. Grip the handlebars with both hands, and start the engine only after everyone is seated and ready.  

*Note: It is strongly recommended to have solid solo riding experience before taking a passenger, as handling with a passenger requires more skill.*","Question:
What are basic steps to board my jetski with a passenger in deep water?

Answer:
Here are the basic steps to board your jetski with a passenger in deep water:  

1. Ensure the water is at least **60 cm (2 ft)** deep before boarding or starting the engine.  
2. Confirm the total weight (operator, passenger, and cargo) does not exceed **160 kg (353 lb)** — never carry more than 2 people.  
3. Board one person at a time from the side or rear. Step in carefully, never jump, and sit with both feet on the deck.  
4. Attach the engine shut-off cord to the operator’s left wrist and clip it to the shut-off switch.  
5. Grip the handlebars with both hands, and start the engine only after everyone is seated and ready.  

*Note: It is strongly recommended to have solid solo riding experience before taking a passenger, as handling with a passenger requires more skill.*"
349,"If it is difficult to balance the jetski at a stand still, what should I do?","If you find it hard to balance at a standstill, keep a small amount of throttle applied to maintain gentle forward thrust. The watercraft relies on jet thrust for both steering and stability—without it, the hull can feel tippy. A low, steady speed will help you stay upright and in control.","Question:
If it is difficult to balance the jetski at a stand still, what should I do?

Answer:
If you find it hard to balance at a standstill, keep a small amount of throttle applied to maintain gentle forward thrust. The watercraft relies on jet thrust for both steering and stability—without it, the hull can feel tippy. A low, steady speed will help you stay upright and in control."
350,What is the max load of the jetski?,"The maximum load for the jetski is 160 kg (353 lb), which includes the total weight of the operator, passenger, and any cargo.","Question:
What is the max load of the jetski?

Answer:
The maximum load for the jetski is 160 kg (353 lb), which includes the total weight of the operator, passenger, and any cargo."
351,What is the overview of the base station of a landline?,"The base station is the main unit that connects your cordless phone to the landline and power.  
At the bottom you will find a DC input jack for the power adapter and a telephone socket for the line cord. <PIC>

In the box you get the base station (XL490/XL495), a power adapter, a line cord, and a quick start guide.  
- Connect the power adapter from the DC jack to a wall power socket.  
- Connect the line cord from the telephone socket to the wall telephone socket.  

If you have DSL high‑speed internet on the same line, install a DSL filter between the line cord and the wall socket to avoid noise and caller ID issues. In some countries you may need to attach a line adapter to the line cord before plugging in.,[""Base station (XL495)""]","Question:
What is the overview of the base station of a landline?

Answer:
The base station is the main unit that connects your cordless phone to the landline and power.  
At the bottom you will find a DC input jack for the power adapter and a telephone socket for the line cord. <PIC>

In the box you get the base station (XL490/XL495), a power adapter, a line cord, and a quick start guide.  
- Connect the power adapter from the DC jack to a wall power socket.  
- Connect the line cord from the telephone socket to the wall telephone socket.  

If you have DSL high‑speed internet on the same line, install a DSL filter between the line cord and the wall socket to avoid noise and caller ID issues. In some countries you may need to attach a line adapter to the line cord before plugging in.,[""Base station (XL495)""]"
352,How can you connect the base station of a landline?,"Here’s how to connect the base station:

1. Plug one end of the line cord into the telephone socket at the bottom of the base station.  
2. Plug the other end into the wall telephone socket. <PIC>  
3. Connect the power adapter to the base station and plug it into a wall power socket.  

If you have DSL internet, a DSL filter (not included) must be installed between the line cord and the wall socket to avoid interference.,[""2""]","Question:
How can you connect the base station of a landline?

Answer:
Here’s how to connect the base station:

1. Plug one end of the line cord into the telephone socket at the bottom of the base station.  
2. Plug the other end into the wall telephone socket. <PIC>  
3. Connect the power adapter to the base station and plug it into a wall power socket.  

If you have DSL internet, a DSL filter (not included) must be installed between the line cord and the wall socket to avoid interference.,[""2""]"
353,How can you install the handset of a landline?,"To install the handset, simply pull the battery insulating tape off from the battery door, then place the handset on the charger to charge. The batteries are already pre-installed, so you do not need to insert them. <PIC>","Question:
How can you install the handset of a landline?

Answer:
To install the handset, simply pull the battery insulating tape off from the battery door, then place the handset on the charger to charge. The batteries are already pre-installed, so you do not need to insert them. <PIC>"
354,How can you check the battery level of a landline?,"To check the battery level on your landline handset:

- **Idle screen:** Look at the battery icon. A full or charged icon means OK; a low level means charge soon; an empty icon means recharge immediately. <PIC> <PIC>
- **During a call:** You will hear warning tones when the battery is almost empty, and the call disconnects shortly after.
- **On the charger or travel case:** The indicator shows the current charge status. <PIC>,[""Battery level OK indicator"", ""Low battery indicator"", ""Charging indicator""]","Question:
How can you check the battery level of a landline?

Answer:
To check the battery level on your landline handset:

- **Idle screen:** Look at the battery icon. A full or charged icon means OK; a low level means charge soon; an empty icon means recharge immediately. <PIC> <PIC>
- **During a call:** You will hear warning tones when the battery is almost empty, and the call disconnects shortly after.
- **On the charger or travel case:** The indicator shows the current charge status. <PIC>,[""Battery level OK indicator"", ""Low battery indicator"", ""Charging indicator""]"
355,What can you do if your landline is in searching status?,"If your cordless handset is stuck on ""searching,"" try these steps:

- Make sure the base station is plugged in and has power.
- Re-register the handset to the base (see your phone’s manual for the registration procedure).
- Move the handset closer to the base station to improve the signal.

If the issue persists after these steps, please let me know and we can help further.","Question:
What can you do if your landline is in searching status?

Answer:
If your cordless handset is stuck on ""searching,"" try these steps:

- Make sure the base station is plugged in and has power.
- Re-register the handset to the base (see your phone’s manual for the registration procedure).
- Move the handset closer to the base station to improve the signal.

If the issue persists after these steps, please let me know and we can help further."
356,How can you know about the current status with different LED indicator behavior on a landline?,"For the handset: go to **Menu > Phone setup > LED status**, choose **Events status** or **Charge status**, and press **OK**. The current LED behavior for each condition is shown in a table <PIC> \n  
For the base station: check the LED indicator table <PIC> \n","Question:
How can you know about the current status with different LED indicator behavior on a landline?

Answer:
For the handset: go to **Menu > Phone setup > LED status**, choose **Events status** or **Charge status**, and press **OK**. The current LED behavior for each condition is shown in a table <PIC> \n  
For the base station: check the LED indicator table <PIC> \n"
357,How can you know about the current status with different LED indicator behavior on the base station of a landline?,You can check the LED indicator on the base station; its color and blink patterns show the current status for events or charging. See the manual table for specific meanings: <PIC>,"Question:
How can you know about the current status with different LED indicator behavior on the base station of a landline?

Answer:
You can check the LED indicator on the base station; its color and blink patterns show the current status for events or charging. See the manual table for specific meanings: <PIC>"
358,How can you lower the roll bar of a lawn mower?,"To lower the roll bar:
1. Remove the hairpin cotters and take out the 2 pins (see <PIC>).
2. Lower the roll bar to either of the 2 down positions (refer to <PIC>).
3. Reinstall the 2 pins and secure them with the hairpin cotters (see <PIC>).
Important: Only lower the roll bar when absolutely necessary.,[""Figure 9"", ""Figure 8""]","Question:
How can you lower the roll bar of a lawn mower?

Answer:
To lower the roll bar:
1. Remove the hairpin cotters and take out the 2 pins (see <PIC>).
2. Lower the roll bar to either of the 2 down positions (refer to <PIC>).
3. Reinstall the 2 pins and secure them with the hairpin cotters (see <PIC>).
Important: Only lower the roll bar when absolutely necessary.,[""Figure 9"", ""Figure 8""]"
359,How can you adjust the rear-shock assemblies for a lawn mower with suspension system only?,"To adjust the rear-shock assemblies, move each assembly to your preferred position inside the slot. The slots have detent positions for reference, but you can place the shocks anywhere along the slot. For a firmer ride, move the assemblies toward the firmest position. For a softer ride, move them toward the softest position. Important: Always set both the left and right rear-shock assemblies to the same position.","Question:
How can you adjust the rear-shock assemblies for a lawn mower with suspension system only?

Answer:
To adjust the rear-shock assemblies, move each assembly to your preferred position inside the slot. The slots have detent positions for reference, but you can place the shocks anywhere along the slot. For a firmer ride, move the assemblies toward the firmest position. For a softer ride, move them toward the softest position. Important: Always set both the left and right rear-shock assemblies to the same position."
360,How can you adjust the height of cut for a lawn mower with an electric deck lift?,"For machines with an electric deck lift:
1. Push up on the deck-lift switch to raise the deck (see `<PIC>`).
2. Remove the height-of-cut pin from the bracket, select a hole for the desired cutting height, and insert the pin (see `<PIC>`).
3. Push down on the deck-lift switch to lower the deck until it rests on the pin, setting the height (see `<PIC>`).

Cutting height can be adjusted from 38 to 140 mm (1‑1/2 to 5‑1/2 inches) in 6 mm (1/4 inch) increments by relocating the pin to different holes.,[""Figure 31"", ""Figure 32""]","Question:
How can you adjust the height of cut for a lawn mower with an electric deck lift?

Answer:
For machines with an electric deck lift:
1. Push up on the deck-lift switch to raise the deck (see `<PIC>`).
2. Remove the height-of-cut pin from the bracket, select a hole for the desired cutting height, and insert the pin (see `<PIC>`).
3. Push down on the deck-lift switch to lower the deck until it rests on the pin, setting the height (see `<PIC>`).

Cutting height can be adjusted from 38 to 140 mm (1‑1/2 to 5‑1/2 inches) in 6 mm (1/4 inch) increments by relocating the pin to different holes.,[""Figure 31"", ""Figure 32""]"
361,How can you load a lawn mower?,"The product manuals do not provide specific loading instructions. For safe loading, use sturdy ramps rated for the mower’s weight, ensure the engine is off and the key is removed, and secure the mower with heavy-duty straps at designated tie-down points.","Question:
How can you load a lawn mower?

Answer:
The product manuals do not provide specific loading instructions. For safe loading, use sturdy ramps rated for the mower’s weight, ensure the engine is off and the key is removed, and secure the mower with heavy-duty straps at designated tie-down points."
362,How can you unload a lawn mower?,"Based on the available safety and operation manuals, there are no step-by-step unloading instructions for transporting or unloading a complete lawn mower. The safety procedures that apply during any handling include:

- Always shut off the engine, remove the key, and wait for all moving parts to stop before approaching the machine.
- Use proper ramps or lifting equipment rated for the mower’s weight, and never stand downhill of the mower when moving it.

If you were asking about removing the cutting deck for service, that procedure involves unbolting the deck and sliding it out from the right side, but that is not a general “unload” operation.","Question:
How can you unload a lawn mower?

Answer:
Based on the available safety and operation manuals, there are no step-by-step unloading instructions for transporting or unloading a complete lawn mower. The safety procedures that apply during any handling include:

- Always shut off the engine, remove the key, and wait for all moving parts to stop before approaching the machine.
- Use proper ramps or lifting equipment rated for the mower’s weight, and never stand downhill of the mower when moving it.

If you were asking about removing the cutting deck for service, that procedure involves unbolting the deck and sliding it out from the right side, but that is not a general “unload” operation."
363,How can you change the engine oil of a lawn mower?,"Here's how to change the engine oil:

1. Start the engine and let it run for 5 minutes to warm the oil.
2. Park the machine with the drain side slightly lower to ensure complete draining.
3. Disengage the blade-control switch (PTO) and engage the parking brake.
4. Shut off the engine, remove the key, and wait for all moving parts to stop.
5. Drain the oil from the engine <PIC>.
6. Slowly pour about 80% of the specified oil into the filler tube, then add oil gradually until it reaches the Full mark <PIC>.
7. Start the engine, drive to a flat area, and check the oil level again.

Please dispose of the used oil at a recycling center.,[""6"", ""7""]","Question:
How can you change the engine oil of a lawn mower?

Answer:
Here's how to change the engine oil:

1. Start the engine and let it run for 5 minutes to warm the oil.
2. Park the machine with the drain side slightly lower to ensure complete draining.
3. Disengage the blade-control switch (PTO) and engage the parking brake.
4. Shut off the engine, remove the key, and wait for all moving parts to stop.
5. Drain the oil from the engine <PIC>.
6. Slowly pour about 80% of the specified oil into the filler tube, then add oil gradually until it reaches the Full mark <PIC>.
7. Start the engine, drive to a flat area, and check the oil level again.

Please dispose of the used oil at a recycling center.,[""6"", ""7""]"
364,How can you remove the filters of a lawn mower?,"Here are the steps to remove the filters:

1. Park the machine on a level surface, disengage the blade-control switch (PTO), and engage the parking brake.
2. Shut off the engine, remove the key, and wait for all moving parts to stop.
3. Release the latches and pull the air-inlet cover off the air-cleaner body <PIC>.
4. Clean the air-inlet screen and cover if needed.
5. Gently slide the primary filter out of the air-cleaner body — avoid knocking it against the sides <PIC>.
6. Only remove the safety filter if you intend to replace it.
7. Inspect the primary filter by shining a bright light on the outside and looking inside; discard it if you see bright spots (holes).,[""1. Air-inlet cover 3. Air-cleaner body 2. Air-inlet screen 4. Latch"", ""\\nFigure 46 1. Air-cleaner body 4. Air-cleaner cover 2. Primary filter 5. Safety filter 3. Latch""]","Question:
How can you remove the filters of a lawn mower?

Answer:
Here are the steps to remove the filters:

1. Park the machine on a level surface, disengage the blade-control switch (PTO), and engage the parking brake.
2. Shut off the engine, remove the key, and wait for all moving parts to stop.
3. Release the latches and pull the air-inlet cover off the air-cleaner body <PIC>.
4. Clean the air-inlet screen and cover if needed.
5. Gently slide the primary filter out of the air-cleaner body — avoid knocking it against the sides <PIC>.
6. Only remove the safety filter if you intend to replace it.
7. Inspect the primary filter by shining a bright light on the outside and looking inside; discard it if you see bright spots (holes).,[""1. Air-inlet cover 3. Air-cleaner body 2. Air-inlet screen 4. Latch"", ""\\nFigure 46 1. Air-cleaner body 4. Air-cleaner cover 2. Primary filter 5. Safety filter 3. Latch""]"
365,How can you replace the mower belt of a lawn mower?,"To replace the mower belt:

1. Park on a level surface, disengage the blade-control switch (PTO), and engage the parking brake.  
2. Shut off the engine, remove the key, and wait for all moving parts to stop.  
3. Lower the mower to 3 inches (76 mm) cutting height.  
4. Remove the belt covers <PIC>.  
5. Insert a 3/8‑inch ratchet into the square hole in the idler arm to release tension on the idler spring <PIC>.  
6. Remove the belt from the mower‑deck pulleys and the clutch pulley.  
7. Remove the belt guide on the spring‑loaded idler arm <PIC>.  
8. Install the new belt around the mower pulleys and the clutch pulley under the engine <PIC>.  
9. Reinstall the belt guide on the idler arm.  
10. Using the 3/8‑inch ratchet in the square hole, reinstall the idler spring, making sure the spring ends seat in the anchor grooves.  
11. Reinstall the belt covers <PIC>.  

Before starting the engine, check that the belt sits correctly on all pulleys.,[""Figure 73"", ""Figure 74"", ""Figure 75""]","Question:
How can you replace the mower belt of a lawn mower?

Answer:
To replace the mower belt:

1. Park on a level surface, disengage the blade-control switch (PTO), and engage the parking brake.  
2. Shut off the engine, remove the key, and wait for all moving parts to stop.  
3. Lower the mower to 3 inches (76 mm) cutting height.  
4. Remove the belt covers <PIC>.  
5. Insert a 3/8‑inch ratchet into the square hole in the idler arm to release tension on the idler spring <PIC>.  
6. Remove the belt from the mower‑deck pulleys and the clutch pulley.  
7. Remove the belt guide on the spring‑loaded idler arm <PIC>.  
8. Install the new belt around the mower pulleys and the clutch pulley under the engine <PIC>.  
9. Reinstall the belt guide on the idler arm.  
10. Using the 3/8‑inch ratchet in the square hole, reinstall the idler spring, making sure the spring ends seat in the anchor grooves.  
11. Reinstall the belt covers <PIC>.  

Before starting the engine, check that the belt sits correctly on all pulleys.,[""Figure 73"", ""Figure 74"", ""Figure 75""]"
